Sex,SmokingStatus,IssueAge,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
F,SM,54,0.96,1.77,2.87,3.98,4.95,5.91,6.97,8.13,9.40,10.78,12.07,13.43,14.97,16.59,18.28,19.96,21.71,23.66,25.84,28.32,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,55,1.04,1.94,3.17,4.42,5.54,6.61,7.80,9.08,10.48,11.98,13.42,14.90,16.57,18.27,19.95,21.68,23.64,25.82,28.19,30.82,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,56,1.13,2.13,3.51,4.92,6.22,7.42,8.73,10.15,11.67,13.29,14.85,16.44,18.19,19.94,21.65,23.61,25.79,28.14,30.65,33.52,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,57,1.23,2.35,3.89,5.50,6.99,8.32,9.77,11.32,12.97,14.71,16.35,18.00,19.80,21.62,23.49,25.69,28.09,30.60,33.35,36.53,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,58,1.34,2.60,4.32,6.15,7.87,9.33,10.92,12.59,14.37,16.21,17.93,19.65,21.54,23.43,25.51,27.93,30.56,33.32,36.36,39.86,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,59,1.46,2.88,4.81,6.89,8.86,10.46,12.18,13.98,15.87,17.79,19.59,21.44,23.36,25.43,27.78,30.43,33.29,36.32,39.68,43.53,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,60,1.60,3.20,5.38,7.73,9.96,11.70,13.55,15.47,17.44,19.44,21.38,23.24,25.28,27.69,30.30,33.17,36.27,39.59,43.36,48.02,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,61,1.75,3.57,6.01,8.68,11.19,13.06,15.03,17.04,19.08,21.22,23.13,25.08,27.49,30.17,33.01,36.09,39.51,43.24,47.94,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,62,1.93,3.97,6.74,9.75,12.55,14.54,16.61,18.69,20.87,22.96,24.89,27.23,29.94,32.82,35.84,39.20,43.09,47.78,53.65,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,63,2.12,4.43,7.55,10.95,14.02,16.12,18.26,20.47,22.61,24.68,26.95,29.72,32.39,35.37,38.63,42.60,47.53,53.55,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,64,2.34,4.94,8.47,12.29,15.60,17.78,20.04,22.21,24.30,26.82,29.45,32.26,34.67,37.83,41.58,46.83,53.11,60.22,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,65,2.58,5.49,9.50,13.78,17.26,19.53,21.79,23.88,26.41,29.33,32.12,34.61,36.98,40.69,45.44,52.25,59.92,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,66,2.84,6.10,10.66,15.43,18.99,21.29,23.45,25.97,28.94,31.98,34.54,36.87,40.17,44.93,51.31,59.30,67.63,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,67,3.12,6.76,11.96,17.25,20.77,22.96,25.53,28.53,31.61,34.48,36.76,40.03,44.85,51.14,59.04,67.31,75.55,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,68,3.42,7.47,13.43,19.26,22.46,25.02,28.11,31.21,34.03,36.65,39.89,44.76,50.98,58.78,66.99,75.12,83.20,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,69,3.76,8.23,15.08,21.46,24.48,27.62,30.77,33.51,36.28,39.79,44.67,50.81,58.51,66.67,74.68,82.93,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,70,4.12,9.05,16.93,23.87,27.08,30.26,32.94,35.55,39.31,44.50,50.64,58.25,66.13,74.25,82.35,92.44,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,71,4.51,9.93,18.97,26.48,29.70,32.28,34.73,38.44,43.64,50.09,57.80,65.99,73.58,81.76,91.41,103.25,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,72,4.94,10.89,21.23,29.07,31.55,33.81,37.45,42.63,49.03,56.90,64.22,72.79,81.18,90.66,102.51,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,73,5.42,11.95,23.71,30.75,32.80,36.34,41.49,47.81,55.60,63.14,69.95,79.40,88.86,101.96,113.88,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,74,5.96,13.14,26.42,31.72,35.16,40.26,46.46,54.13,61.66,68.96,76.55,87.86,100.29,113.49,125.34,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,75,6.56,14.48,28.85,33.90,38.94,45.00,52.49,60.83,67.55,75.67,84.95,100.21,113.16,124.79,137.43,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,76,7.25,15.98,30.94,37.53,43.42,50.69,58.48,67.55,74.39,83.91,98.67,112.65,124.22,137.12,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,77,8.04,17.67,33.18,41.73,48.72,55.92,64.48,74.39,82.47,95.07,112.06,123.16,136.37,149.82,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,78,8.92,19.56,35.61,46.58,54.78,60.55,71.06,82.47,92.78,106.16,121.94,134.99,149.34,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,79,9.93,21.75,38.27,52.40,60.26,66.11,78.73,92.32,102.85,118.21,133.25,148.53,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,80,11.12,24.29,41.39,57.76,64.91,73.20,87.61,101.72,112.01,130.90,146.69,162.44,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,81,12.50,27.13,45.02,62.02,69.92,80.76,96.00,110.13,124.27,143.68,161.63,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,82,14.07,30.31,48.99,66.48,75.28,87.53,103.19,120.81,139.58,160.02,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,83,15.87,33.90,53.26,71.14,80.89,93.67,113.14,134.37,157.62,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,84,17.93,37.91,57.84,75.91,86.28,103.83,126.90,152.66,175.40,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
F,SM,85,20.28,42.35,62.64,80.60,92.48,116.89,145.13,173.32,188.05,200.27,214.01,229.82,246.27,263.04,279.66,299.21,323.14,346.98,370.36,392.92,414.30,434.13,452.05,467.69,480.68,490.65,497.23,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00,500.00
